drug,gene,label,drug_new_id,gene_new_id,label
DB00136,5270,1,5,3080,1
DB00136,3843,-1,5,2289,-1
DB00136,4935,1,5,2876,1
DB00136,50805,1,5,7966,1
DB00136,7431,-1,5,4465,-1
DB00136,330,-1,5,208,-1
DB00136,4998,-1,5,2904,-1
DB00136,63923,-1,5,9546,-1
DB00136,79679,1,5,9964,1
DB00136,55103,1,5,8712,1
DB00136,9837,-1,5,5708,-1
DB00136,5526,1,5,3247,1
DB00136,2869,1,5,1707,1
DB00136,6857,1,5,4113,1
DB00136,149076,-1,5,10741,-1
DB00136,93664,1,5,10606,1
DB00136,8291,1,5,4739,1
DB00136,6491,-1,5,3856,-1
DB00136,355,1,5,228,1
DB00136,9491,-1,5,5456,-1
DB00136,26289,-1,5,7576,-1
DB00136,55273,1,5,8834,1
DB00136,3294,1,5,1979,1
DB00136,92086,1,5,10582,1
DB00136,4010,1,5,2383,1
DB00136,7023,-1,5,4200,-1
DB00136,5889,-1,5,3502,-1
DB00136,3949,1,5,2346,1
DB00136,283298,-1,5,10873,-1
DB00136,7078,-1,5,4246,-1
DB00136,3899,-1,5,2317,-1
DB00136,26503,1,5,7592,1
DB00136,990,-1,5,639,-1
DB00136,4753,1,5,2759,1
DB00136,1145,1,5,745,1
DB00136,3790,1,5,2254,1
DB00136,2263,1,5,1428,1
DB00136,201895,1,5,10812,1
DB00136,1052,1,5,692,1
DB00136,9657,1,5,5572,1
DB00136,5010,1,5,2914,1
DB00136,10038,-1,5,5853,-1
DB00136,9857,1,5,5724,1
DB00136,5467,1,5,3215,1
DB00136,9156,-1,5,5257,-1
DB00136,9420,1,5,5411,1
DB00136,79589,1,5,9904,1
DB00136,1287,1,5,815,1
DB00136,23220,1,5,7014,1
DB00136,1441,1,5,916,1
DB00136,3667,1,5,2165,1
DB00136,29121,-1,5,7837,-1
DB00136,861,-1,5,548,-1
DB00136,4916,-1,5,2863,-1
DB00136,55746,1,5,9040,1
DB00136,57157,-1,5,9330,-1
DB00136,57037,1,5,9284,1
DB00136,8626,1,5,4924,1
DB00136,1965,-1,5,1229,-1
DB00136,25,1,5,14,1
DB00136,201562,1,5,10810,1
DB00136,10398,1,5,6110,1
DB00136,1979,-1,5,1238,-1
DB00136,319,1,5,197,1
DB00136,6307,1,5,3738,1
DB00136,3925,-1,5,2332,-1
DB00136,9053,1,5,5187,1
DB00136,259173,1,5,10862,1
DB00136,4174,-1,5,2495,-1
DB00136,6338,1,5,3757,1
DB00136,55503,1,5,8911,1
DB00136,1649,1,5,1052,1
DB00136,10630,1,5,6285,1
DB00136,4605,-1,5,2654,-1
DB00136,8821,1,5,5056,1
DB00136,834,1,5,530,1
DB00136,10256,1,5,6020,1
DB00136,1942,1,5,1208,1
DB00136,7272,-1,5,4360,-1
DB00136,10592,-1,5,6256,-1
DB00136,27035,1,5,7646,1
DB00136,30001,1,5,7917,1
DB00136,10628,-1,5,6284,-1
DB00136,51053,-1,5,8016,-1
DB00136,1663,-1,5,1062,-1
DB00136,83439,-1,5,10398,-1
DB00136,5194,1,5,3033,1
DB00136,80031,1,5,10178,1
DB00136,4239,-1,5,2529,-1
DB00136,2318,-1,5,1464,-1
DB00136,3249,1,5,1958,1
DB00136,1241,-1,5,793,-1
DB00136,5774,-1,5,3426,-1
DB00136,1849,-1,5,1170,-1
DB00136,63898,1,5,9539,1
DB00136,5205,1,5,3041,1
DB00136,22985,1,5,6840,1
DB00136,79982,1,5,10156,1
DB00136,7185,-1,5,4328,-1
DB00136,1870,-1,5,1180,-1
DB00136,27345,1,5,7753,1
DB00136,55690,1,5,9000,1
DB00136,9955,1,5,5800,1
DB00136,22874,1,5,6770,1
DB00136,81493,1,5,10324,1
DB00136,26959,1,5,7626,1
DB00136,9497,1,5,5459,1
DB00136,10158,1,5,5940,1
DB00136,8479,-1,5,4824,-1
DB00136,23568,1,5,7257,1
DB00136,84722,-1,5,10487,-1
DB00136,240,1,5,151,1
DB00136,9670,-1,5,5581,-1
DB00136,80350,-1,5,10284,-1
DB00136,5549,-1,5,3262,-1
DB00136,164,1,5,103,1
DB00136,196740,-1,5,10795,-1
DB00136,1591,1,5,1010,1
DB00136,641,-1,5,397,-1
DB00136,5338,1,5,3133,1
DB00136,89795,-1,5,10533,-1
DB00136,10622,-1,5,6279,-1
DB00136,6505,1,5,3869,1
DB00136,79815,1,5,10052,1
DB00136,1362,1,5,861,1
DB00136,717,-1,5,450,-1
DB00136,10512,-1,5,6193,-1
DB00136,1515,-1,5,967,-1
DB00136,467,-1,5,298,-1
DB00136,4176,-1,5,2497,-1
DB00136,1001,1,5,649,1
DB00136,1997,1,5,1249,1
DB00136,63920,1,5,9545,1
DB00136,1180,1,5,763,1
DB00136,3161,-1,5,1900,-1
DB00136,80736,1,5,10292,1
DB00136,1548,1,5,985,1
DB00136,79690,-1,5,9970,-1
DB00136,79885,1,5,10103,1
DB00136,55540,-1,5,8926,-1
DB00136,131544,1,5,10697,1
DB00136,10892,1,5,6432,1
DB00136,1040,1,5,683,1
DB00136,1434,-1,5,910,-1
DB00136,55714,-1,5,9018,-1
DB00136,5525,1,5,3246,1
DB00136,51141,1,5,8073,1
DB00136,7124,-1,5,4282,-1
DB00136,57228,-1,5,9352,-1
DB00136,10653,1,5,6303,1
DB00136,6451,1,5,3833,1
DB00136,2634,1,5,1573,1
DB00136,7275,-1,5,4363,-1
DB00136,3561,1,5,2086,1
DB00136,6424,-1,5,3811,-1
DB00136,57007,-1,5,9278,-1
DB00136,1645,1,5,1049,1
DB00136,291,1,5,179,1
DB00136,1958,1,5,1223,1
DB00136,2296,1,5,1447,1
DB00136,10024,-1,5,5849,-1
DB00136,79873,1,5,10095,1
DB00136,1381,-1,5,875,-1
DB00136,4973,-1,5,2891,-1
DB00136,55135,-1,5,8736,-1
DB00136,7083,-1,5,4250,-1
DB00136,4610,1,5,2658,1
DB00136,5198,-1,5,3037,-1
DB00136,23370,1,5,7132,1
DB00136,55620,1,5,8955,1
DB00136,5925,1,5,3533,1
DB00136,10254,1,5,6019,1
DB00136,810,1,5,509,1
DB00136,10417,-1,5,6123,-1
DB00136,713,-1,5,447,-1
DB00136,9399,-1,5,5397,-1
DB00136,10451,-1,5,6148,-1
DB00136,2530,-1,5,1509,-1
DB00136,581,-1,5,363,-1
DB00136,56957,1,5,9259,1
DB00136,51512,-1,5,8254,-1
DB00136,2114,-1,5,1328,-1
DB00136,80144,1,5,10205,1
DB00136,3037,1,5,1825,1
DB00136,64919,-1,5,9722,-1
DB00136,83464,1,5,10410,1
DB00136,30008,-1,5,7918,-1
DB00136,113612,1,5,10629,1
DB00136,4680,1,5,2706,1
DB00136,2289,1,5,1443,1
DB00136,5698,-1,5,3374,-1
DB00136,1583,1,5,1003,1
DB00136,55055,-1,5,8683,-1
DB00136,8869,-1,5,5087,-1
DB00136,79000,-1,5,9787,-1
DB00136,9425,1,5,5415,1
DB00136,60491,-1,5,9502,-1
DB00136,23336,1,5,7105,1
DB00136,9961,1,5,5805,1
DB00136,116984,1,5,10660,1
DB00136,4286,-1,5,2551,-1
DB00136,134,-1,5,83,-1
DB00136,3929,-1,5,2334,-1
DB00136,79977,1,5,10154,1
DB00136,2192,-1,5,1380,-1
DB00136,2619,-1,5,1560,-1
DB00136,6274,1,5,3713,1
DB00136,10,1,5,2,1
DB00136,11200,-1,5,6640,-1
DB00136,1033,-1,5,679,-1
DB00136,6617,1,5,3954,1
DB00136,4237,-1,5,2527,-1
DB00136,2030,-1,5,1275,-1
DB00136,9712,1,5,5616,1
DB00136,1581,-1,5,1002,-1
DB00136,7538,1,5,4518,1
DB00136,7450,1,5,4474,1
DB00136,9244,1,5,5308,1
DB00136,2357,-1,5,1488,-1
DB00136,79837,1,5,10068,1
DB00136,978,1,5,634,1
DB00136,8864,1,5,5085,1
DB00136,4488,1,5,2615,1
DB00136,5699,1,5,3375,1
DB00136,22809,-1,5,6727,-1
DB00136,6223,-1,5,3683,-1
DB00136,5621,1,5,3319,1
DB00136,55366,1,5,8896,1
DB00136,4880,1,5,2837,1
DB00136,80168,1,5,10216,1
DB00136,3440,1,5,2046,1
DB00136,8828,-1,5,5061,-1
DB00136,2919,-1,5,1744,-1
DB00136,1805,-1,5,1133,-1
DB00136,54529,-1,5,8457,-1
DB00136,6542,-1,5,3897,-1
DB00136,8688,1,5,4968,1
DB00136,22998,-1,5,6847,-1
DB00136,6655,1,5,3985,1
DB00136,54842,1,5,8551,1
DB00136,6337,1,5,3756,1
DB00136,8662,-1,5,4951,-1
DB00136,10535,-1,5,6211,-1
DB00136,11073,-1,5,6554,-1
DB00136,6241,-1,5,3699,-1
DB00136,3291,1,5,1976,1
DB00136,10926,-1,5,6455,-1
DB00136,5139,1,5,2993,1
DB00136,1495,-1,5,952,-1
DB00136,9358,-1,5,5370,-1
DB00136,23039,-1,5,6878,-1
DB00136,51700,1,5,8324,1
DB00136,824,1,5,521,1
DB00136,9697,-1,5,5603,-1
DB00136,23600,1,5,7276,1
DB00136,253461,1,5,10849,1
DB00136,4804,1,5,2790,1
DB00136,54830,-1,5,8543,-1
DB00136,3836,-1,5,2282,-1
DB00136,57214,-1,5,9349,-1
DB00136,10610,1,5,6268,1
DB00136,7852,1,5,4626,1
DB00136,2899,-1,5,1729,-1
DB00136,942,1,5,600,1
DB00136,54440,-1,5,8421,-1
DB00136,50507,1,5,7946,1
DB00136,64789,-1,5,9694,-1
DB00136,55840,1,5,9096,1
DB00136,9401,-1,5,5399,-1
DB00136,861,-1,5,548,-1
DB00136,7031,1,5,4206,1
DB00136,5740,-1,5,3409,-1
DB00136,6457,1,5,3837,1
DB00136,760,1,5,478,1
DB00136,116496,1,5,10658,1
DB00136,2946,1,5,1761,1
DB00136,5366,-1,5,3155,-1
DB00136,5332,1,5,3127,1
DB00136,9788,1,5,5674,1
DB00136,1366,1,5,865,1
DB00136,54520,1,5,8455,1
DB00136,54858,1,5,8562,1
DB00136,28983,-1,5,7790,-1
DB00136,5208,1,5,3043,1
DB00136,3866,-1,5,2302,-1
DB00136,7107,1,5,4273,1
DB00136,5225,1,5,3053,1
DB00136,54845,1,5,8553,1
DB00136,1026,1,5,672,1
DB00136,80070,1,5,10187,1
DB00136,387509,1,5,10938,1
DB00136,4046,-1,5,2403,-1
DB00136,6118,-1,5,3617,-1
DB00136,11314,-1,5,6693,-1
DB00136,5988,1,5,3572,1
DB00136,26119,1,5,7525,1
DB00136,597,1,5,373,1
DB00136,6511,1,5,3874,1
DB00136,51167,1,5,8087,1
DB00136,64856,1,5,9713,1
DB00136,3576,-1,5,2098,-1
DB00136,5798,-1,5,3447,-1
DB00136,51361,1,5,8191,1
DB00136,8564,-1,5,4889,-1
DB00136,81620,-1,5,10361,-1
DB00136,3868,1,5,2303,1
DB00136,10526,-1,5,6205,-1
DB00136,10620,1,5,6277,1
DB00136,36,1,5,25,1
DB00136,6280,1,5,3719,1
DB00136,286,1,5,175,1
DB00136,51203,-1,5,8110,-1
DB00136,51090,1,5,8039,1
DB00136,51334,-1,5,8179,-1
DB00136,3880,1,5,2306,1
DB00136,55129,1,5,8732,1
DB00136,10090,1,5,5887,1
DB00136,23286,1,5,7068,1
DB00136,55215,-1,5,8796,-1
DB00136,11309,-1,5,6690,-1
DB00136,79629,1,5,9926,1
DB00136,3675,1,5,2172,1
DB00136,84981,1,5,10514,1
DB00136,3797,1,5,2259,1
DB00136,56890,1,5,9219,1
DB00136,83481,1,5,10415,1
DB00136,11226,1,5,6650,1
DB00136,23301,1,5,7077,1
DB00136,23397,-1,5,7151,-1
DB00136,596,-1,5,372,-1
DB00136,11326,-1,5,6702,-1
DB00136,10320,-1,5,6066,-1
DB00136,10018,-1,5,5844,-1
DB00136,3836,-1,5,2282,-1
DB00136,3659,-1,5,2158,-1
DB00136,6514,-1,5,3877,-1
DB00136,80010,-1,5,10168,-1
DB00136,1474,1,5,939,1
DB00136,929,1,5,592,1
DB00136,11006,1,5,6506,1
DB00136,780,1,5,493,1
DB00136,8870,-1,5,5088,-1
DB00136,10053,1,5,5865,1
DB00136,112398,1,5,10617,1
DB00136,22974,-1,5,6830,-1
DB00136,26470,-1,5,7586,-1
DB00136,3781,1,5,2248,1
DB00136,6102,1,5,3614,1
DB00136,5424,-1,5,3179,-1
DB00136,55630,-1,5,8963,-1
DB00136,2547,-1,5,1519,-1
DB00136,29015,-1,5,7799,-1
DB00136,23164,-1,5,6965,-1
DB00136,131566,1,5,10698,1
DB00136,2321,1,5,1466,1
DB00136,6398,1,5,3797,1
DB00136,490,1,5,315,1
DB00136,7803,1,5,4610,1
DB00136,55159,-1,5,8750,-1
DB00136,23114,1,5,6931,1
DB00136,57834,1,5,9444,1
DB00136,55973,1,5,9142,1
DB00136,1356,1,5,857,1
DB00136,79605,1,5,9913,1
DB00136,1594,1,5,1013,1
DB00136,57538,1,5,9391,1
DB00136,25891,-1,5,7419,-1
DB00136,868,-1,5,555,-1
DB00136,254102,1,5,10856,1
DB00136,10488,1,5,6178,1
DB00136,394,1,5,260,1
DB00136,10046,1,5,5859,1
DB00136,580,-1,5,362,-1
DB00136,6949,-1,5,4175,-1
DB00136,54959,-1,5,8625,-1
DB00136,55558,1,5,8930,1
DB00136,924,1,5,588,1
DB00136,892,1,5,566,1
DB00136,27347,1,5,7755,1
DB00136,11151,-1,5,6603,-1
DB00136,22926,1,5,6811,1
DB00136,2281,1,5,1439,1
DB00136,11130,-1,5,6588,-1
DB00136,1307,1,5,833,1
DB00136,79875,1,5,10097,1
DB00136,57863,1,5,9446,1
DB00136,968,1,5,624,1
DB00136,699,-1,5,440,-1
DB00136,81855,1,5,10382,1
DB00136,1591,1,5,1010,1
DB00136,23542,1,5,7239,1
DB00136,7398,-1,5,4440,-1
DB00136,2877,1,5,1712,1
DB00136,55771,-1,5,9059,-1
DB00136,8600,1,5,4904,1
DB00136,1305,1,5,831,1
DB00136,5349,1,5,3141,1
DB00136,4481,-1,5,2610,-1
DB00136,634,1,5,390,1
DB00136,89795,-1,5,10533,-1
DB00136,10791,1,5,6383,1
DB00136,2146,-1,5,1348,-1
DB00136,27244,-1,5,7711,-1
DB00136,10123,-1,5,5912,-1
DB00136,5803,-1,5,3452,-1
DB00136,7367,-1,5,4421,-1
DB00136,8522,-1,5,4859,-1
DB00136,2982,1,5,1788,1
DB00136,2181,1,5,1373,1
DB00136,3840,-1,5,2286,-1
DB00136,994,-1,5,642,-1
DB00136,9590,1,5,5527,1
DB00136,3987,1,5,2369,1
DB00136,23234,-1,5,7025,-1
DB00136,8350,-1,5,4768,-1
DB00136,51765,1,5,8349,1
DB00136,5742,1,5,3411,1
DB00136,8645,-1,5,4937,-1
DB00136,50515,1,5,7950,1
DB00136,672,-1,5,424,-1
DB00136,55165,-1,5,8755,-1
DB00136,4005,1,5,2380,1
DB00136,7113,1,5,4279,1
DB00136,51805,-1,5,8354,-1
DB00136,26586,-1,5,7614,-1
DB00136,4013,1,5,2385,1
DB00136,4015,1,5,2387,1
DB00136,55638,-1,5,8969,-1
DB00136,650,1,5,405,1
DB00136,7913,-1,5,4640,-1
DB00136,9134,-1,5,5239,-1
DB00136,34,1,5,23,1
DB00136,7029,-1,5,4204,-1
DB00136,8856,1,5,5079,1
DB00136,383,1,5,251,1
DB00136,6045,1,5,3599,1
DB00136,5002,1,5,2908,1
DB00136,26085,1,5,7511,1
DB00136,8835,-1,5,5066,-1
DB00136,79723,-1,5,9989,-1
DB00136,8483,1,5,4828,1
DB00136,7068,1,5,4237,1
DB00136,9816,-1,5,5691,-1
DB00136,7305,-1,5,4382,-1
DB00136,1956,1,5,1222,1
DB00136,84168,-1,5,10454,-1
DB00136,2014,-1,5,1262,-1
DB00136,9542,-1,5,5496,-1
DB00136,54854,1,5,8558,1
DB00136,7832,-1,5,4617,-1
DB00136,55723,-1,5,9025,-1
DB00136,79915,-1,5,10123,-1
DB00136,80205,1,5,10231,1
DB00136,221078,1,5,10829,1
DB00136,4751,-1,5,2757,-1
DB00136,8836,-1,5,5067,-1
DB00136,9235,1,5,5303,1
DB00136,7779,1,5,4602,1
DB00136,28227,-1,5,7766,-1
DB00136,4616,1,5,2661,1
DB00136,55240,1,5,8813,1
DB00136,23604,1,5,7279,1
DB00136,9245,1,5,5309,1
DB00136,7456,-1,5,4477,-1
DB00136,1675,-1,5,1070,-1
DB00136,9143,1,5,5247,1
DB00136,1284,-1,5,812,-1
DB00136,5797,1,5,3446,1
DB00136,10475,1,5,6167,1
DB00136,4325,-1,5,2577,-1
DB00136,27161,1,5,7689,1
DB00136,3434,-1,5,2043,-1
DB00136,5774,-1,5,3426,-1
DB00136,3484,1,5,2062,1
DB00136,1832,1,5,1155,1
DB00136,6302,1,5,3734,1
DB00136,10206,1,5,5975,1
DB00136,11169,-1,5,6617,-1
DB00136,55667,1,5,8987,1
DB00136,63967,-1,5,9557,-1
DB00136,9283,1,5,5332,1
DB00136,22849,1,5,6750,1
DB00136,80005,1,5,10165,1
DB00136,59339,1,5,9480,1
DB00136,25878,-1,5,7414,-1
DB00136,5660,1,5,3344,1
DB00136,56924,-1,5,9238,-1
DB00136,4796,-1,5,2783,-1
DB00136,3486,1,5,2064,1
DB00136,2683,1,5,1602,1
DB00136,8193,-1,5,4711,-1
DB00136,54626,1,5,8486,1
DB00136,5075,-1,5,2950,-1
DB00136,6623,1,5,3958,1
DB00136,9764,-1,5,5654,-1
DB00136,4925,1,5,2870,1
DB00136,4069,1,5,2422,1
DB00136,4330,1,5,2581,1
DB00136,9522,1,5,5478,1
DB00136,1556,1,5,989,1
DB00136,113457,1,5,10628,1
DB00136,25816,1,5,7380,1
DB00136,23037,1,5,6876,1
DB00136,6769,1,5,4062,1
DB00136,54861,1,5,8564,1
DB00136,79611,1,5,9915,1
DB00136,9173,1,5,5267,1
DB00136,56603,1,5,9191,1
DB00136,999,1,5,647,1
DB00136,5982,-1,5,3566,-1
DB00136,4678,-1,5,2705,-1
DB00136,23151,1,5,6955,1
DB00136,7474,1,5,4488,1
DB00136,8767,1,5,5017,1
DB00136,5420,-1,5,3176,-1
DB00136,5000,1,5,2906,1
DB00136,3839,-1,5,2285,-1
DB00136,2308,-1,5,1456,-1
DB00136,5427,-1,5,3182,-1
DB00136,9984,-1,5,5820,-1
DB00136,2596,1,5,1555,1
DB00136,54741,1,5,8506,1
DB00136,5655,1,5,3342,1
DB00136,5290,1,5,3094,1
DB00136,79802,1,5,10043,1
DB00136,5888,-1,5,3501,-1
DB00136,55355,-1,5,8890,-1
DB00136,54838,1,5,8548,1
DB00136,7123,-1,5,4281,-1
DB00136,5275,-1,5,3085,-1
DB00136,23216,1,5,7010,1
DB00136,23024,1,5,6865,1
DB00136,8835,-1,5,5066,-1
DB00136,51083,-1,5,8034,-1
DB00136,10253,1,5,6018,1
DB00136,481,-1,5,308,-1
DB00136,4322,-1,5,2574,-1
DB00136,4869,-1,5,2834,-1
DB00136,3800,1,5,2262,1
DB00136,3624,-1,5,2135,-1
DB00136,2308,-1,5,1456,-1
DB00136,7514,-1,5,4505,-1
DB00136,63876,-1,5,9531,-1
DB00136,6517,1,5,3879,1
DB00136,1643,-1,5,1047,-1
DB00136,9459,1,5,5437,1
DB00136,3398,-1,5,2025,-1
DB00136,1277,1,5,807,1
DB00136,220134,-1,5,10823,-1
DB00136,10568,1,5,6237,1
DB00136,3832,-1,5,2279,-1
DB00136,57535,1,5,9390,1
DB00136,7112,-1,5,4278,-1
DB00136,4050,1,5,2406,1
DB00136,57559,1,5,9395,1
DB00136,7163,1,5,4309,1
DB00136,7869,1,5,4632,1
DB00136,7038,1,5,4212,1
DB00136,8487,-1,5,4830,-1
DB00136,10124,-1,5,5913,-1
DB00136,3751,1,5,2225,1
DB00136,9562,1,5,5507,1
DB00136,10276,1,5,6034,1
DB00136,10293,-1,5,6048,-1
DB00136,1829,1,5,1152,1
DB00136,4609,-1,5,2657,-1
DB00136,5465,1,5,3214,1
DB00136,2274,1,5,1436,1
DB00136,5618,1,5,3317,1
DB00136,5730,-1,5,3402,-1
DB00136,5367,-1,5,3156,-1
DB00136,10938,1,5,6461,1
DB00136,28996,1,5,7796,1
DB00136,6373,-1,5,3781,-1
DB00136,4172,-1,5,2493,-1
DB00136,5329,-1,5,3126,-1
DB00136,6278,1,5,3717,1
DB00136,1581,-1,5,1002,-1
DB00136,54849,1,5,8555,1
DB00136,7298,-1,5,4379,-1
DB00136,55010,-1,5,8657,-1
DB00136,675,-1,5,426,-1
DB00136,55559,-1,5,8931,-1
DB00136,11015,1,5,6514,1
DB00136,1606,1,5,1021,1
DB00136,5970,1,5,3556,1
DB00136,116039,1,5,10655,1
DB00136,6713,1,5,4025,1
DB00136,3162,1,5,1901,1
DB00136,22995,-1,5,6845,-1
DB00136,6404,-1,5,3803,-1
DB00136,84033,1,5,10441,1
DB00136,9781,-1,5,5668,-1
DB00136,2650,-1,5,1584,-1
DB00136,3358,1,5,2008,1
DB00136,26298,1,5,7580,1
DB00136,8828,-1,5,5061,-1
DB00136,53371,-1,5,8364,-1
DB00136,55559,-1,5,8931,-1
DB00136,18,1,5,7,1
DB00136,64236,1,5,9615,1
DB00136,10161,1,5,5943,1
DB00136,10133,1,5,5920,1
DB00136,6628,-1,5,3963,-1
DB00136,5480,1,5,3223,1
DB00136,6397,1,5,3796,1
DB00136,1258,1,5,795,1
DB00136,80117,-1,5,10195,-1
DB00136,440193,1,5,10963,1
DB00136,55872,-1,5,9114,-1
DB00136,8462,1,5,4816,1
DB00136,83461,-1,5,10408,-1
DB00136,8840,-1,5,5070,-1
DB00136,6444,-1,5,3826,-1
DB00136,7051,-1,5,4224,-1
DB00136,6041,1,5,3598,1
DB00136,28234,1,5,7769,1
DB00136,5365,1,5,3154,1
DB00136,81566,-1,5,10342,-1
DB00136,55143,-1,5,8741,-1
DB00136,3336,-1,5,1998,-1
DB00136,2515,-1,5,1501,-1
DB00136,56992,-1,5,9269,-1
DB00136,10512,-1,5,6193,-1
DB00136,27324,1,5,7740,1
DB00136,2944,1,5,1760,1
DB00136,9252,-1,5,5314,-1
DB00136,7039,1,5,4213,1
DB00136,21,1,5,10,1
DB00136,9212,-1,5,5291,-1
DB00136,81930,-1,5,10394,-1
DB00136,83716,-1,5,10426,-1
DB00136,8208,-1,5,4716,-1
DB00136,3280,1,5,1971,1
DB00136,79784,1,5,10033,1
DB00136,6662,-1,5,3991,-1
DB00136,7078,-1,5,4246,-1
DB00136,1508,1,5,960,1
DB00136,79987,1,5,10159,1
DB00136,22865,-1,5,6762,-1
DB00136,9677,1,5,5585,1
DB00136,899,-1,5,570,-1
DB00136,5790,-1,5,3439,-1
DB00136,1295,-1,5,823,-1
DB00136,6696,1,5,4015,1
DB00136,2305,-1,5,1454,-1
DB00136,7431,-1,5,4465,-1
DB00136,23333,1,5,7103,1
DB00136,249,1,5,157,1
DB00136,79828,-1,5,10061,-1
DB00136,3732,1,5,2215,1
DB00136,2717,-1,5,1617,-1
DB00136,259266,-1,5,10866,-1
DB00136,10406,1,5,6117,1
DB00136,64116,-1,5,9586,-1
DB00136,2207,-1,5,1393,-1
DB00136,489,-1,5,314,-1
DB00136,5734,-1,5,3406,-1
DB00136,23531,1,5,7233,1
DB00136,6671,-1,5,3999,-1
DB00136,23176,1,5,6976,1
DB00136,4254,-1,5,2538,-1
DB00136,3055,-1,5,1835,-1
DB00136,10678,1,5,6321,1
DB00136,4312,1,5,2565,1
DB00136,79729,1,5,9995,1
DB00136,5825,1,5,3461,1
DB00136,1968,-1,5,1231,-1
DB00136,688,1,5,436,1
DB00136,23643,1,5,7299,1
DB00136,2624,1,5,1565,1
DB00136,26018,1,5,7478,1
DB00136,1318,1,5,841,1
DB00136,3491,-1,5,2069,-1
DB00136,9686,1,5,5593,1
DB00136,1410,1,5,898,1
DB00136,8915,1,5,5126,1
DB00136,51226,-1,5,8118,-1
DB00136,11113,-1,5,6577,-1
DB00136,11022,1,5,6521,1
DB00136,2525,1,5,1506,1
DB00136,10389,-1,5,6101,-1
DB00136,55166,-1,5,8756,-1
DB00136,57405,-1,5,9368,-1
DB00136,64854,-1,5,9712,-1
DB00136,22795,-1,5,6721,-1
DB00136,1576,1,5,998,1
DB00136,53905,1,5,8380,1
DB00136,5420,-1,5,3176,-1
DB00136,1973,-1,5,1233,-1
DB00136,2118,1,5,1331,1
DB00136,4316,1,5,2568,1
DB00136,3955,-1,5,2350,-1
DB00136,6555,1,5,3906,1
DB00136,3992,1,5,2373,1
DB00136,11138,1,5,6593,1
DB00136,23108,1,5,6926,1
DB00136,54436,1,5,8419,1
DB00136,4983,1,5,2897,1
DB00136,338645,-1,5,10903,-1
DB00136,330,-1,5,208,-1
DB00136,1281,-1,5,810,-1
DB00136,247,1,5,155,1
DB00136,4940,-1,5,2879,-1
DB00136,7153,-1,5,4301,-1
DB00136,7366,-1,5,4420,-1
DB00136,11037,-1,5,6530,-1
DB00136,55816,1,5,9082,1
DB00136,11279,1,5,6684,1
DB00136,51435,-1,5,8225,-1
DB00136,6286,1,5,3725,1
DB00136,9338,1,5,5358,1
DB00136,65989,-1,5,9768,-1
DB00136,29127,-1,5,7840,-1
DB00136,6279,-1,5,3718,-1
DB00136,10527,-1,5,6206,-1
DB00136,3866,-1,5,2302,-1
DB00136,7111,1,5,4277,1
DB00136,3758,1,5,2231,1
DB00136,5467,1,5,3215,1
DB00136,54903,-1,5,8594,-1
DB00136,80206,1,5,10232,1
DB00136,9232,-1,5,5302,-1
DB00136,4053,1,5,2409,1
DB00136,51200,-1,5,8108,-1
DB00136,6565,1,5,3915,1
DB00136,4440,1,5,2607,1
DB00136,5111,-1,5,2977,-1
DB00136,51514,-1,5,8256,-1
DB00136,5406,1,5,3169,1
DB00136,5087,1,5,2958,1
DB00136,26092,1,5,7514,1
DB00136,2746,1,5,1634,1
DB00136,26232,1,5,7552,1
DB00136,51659,-1,5,8310,-1
DB00136,2329,1,5,1473,1
DB00136,3911,1,5,2323,1
DB00136,54210,1,5,8401,1
DB00136,79890,1,5,10107,1
DB00136,5791,1,5,3440,1
DB00136,5768,1,5,3423,1
DB00136,11221,1,5,6648,1
DB00136,3684,1,5,2179,1
DB00136,79682,-1,5,9965,-1
DB00136,131578,-1,5,10699,-1
DB00136,3283,1,5,1973,1
DB00136,3148,-1,5,1892,-1
DB00136,23251,1,5,7040,1
DB00136,11178,1,5,6624,1
DB00136,5029,1,5,2924,1
DB00136,5983,-1,5,3567,-1
DB00136,4594,1,5,2644,1
DB00136,5176,-1,5,3022,-1
DB00136,1823,-1,5,1147,-1
DB00136,2267,-1,5,1431,-1
DB00136,11176,-1,5,6622,-1
DB00136,627,1,5,386,1
DB00136,9631,-1,5,5550,-1
DB00136,8519,-1,5,4856,-1
DB00136,4938,1,5,2877,1
DB00136,354,1,5,227,1
DB00136,4085,-1,5,2432,-1
DB00136,6541,-1,5,3896,-1
DB00136,5934,1,5,3542,1
DB00136,10733,-1,5,6345,-1
DB00136,55041,1,5,8678,1
DB00136,2618,-1,5,1559,-1
DB00136,4303,1,5,2561,1
DB00136,332,-1,5,210,-1
DB00136,79637,1,5,9932,1
DB00136,83463,-1,5,10409,-1
DB00136,50486,1,5,7942,1
DB00136,51151,1,5,8079,1
DB00136,1265,1,5,800,1
DB00136,1894,-1,5,1192,-1
DB00136,30844,1,5,7931,1
DB00136,8711,1,5,4979,1
DB00136,6405,1,5,3804,1
DB00136,6674,1,5,4001,1
DB00136,84986,-1,5,10515,-1
DB00136,3714,-1,5,2205,-1
DB00136,9249,-1,5,5313,-1
DB00136,4926,-1,5,2871,-1
DB00136,3899,-1,5,2317,-1
DB00136,25818,1,5,7381,1
DB00136,79689,1,5,9969,1
DB00136,5603,1,5,3305,1
DB00136,3109,-1,5,1871,-1
DB00136,6317,-1,5,3742,-1
